[label]	uniprot	disease_label
Non-receptor tyrosine-protein kinase tnk1	Q13470	Alzheimer's disease
Non-receptor tyrosine-protein kinase tyk2	P29597	carcinoma
Non-receptor tyrosine-protein kinase tyk2	P29597	Job's syndrome
Non-receptor tyrosine-protein kinase tyk2	P29597	type 1 diabetes mellitus
Non-receptor tyrosine-protein kinase tyk2	P29597	cancer
Non-receptor tyrosine-protein kinase tyk2	P29597	Crohn's disease
Non-receptor tyrosine-protein kinase tyk2	P29597	psoriasis
Non-receptor tyrosine-protein kinase tyk2	P29597	polycythemia vera
Non-receptor tyrosine-protein kinase tyk2	P29597	systemic lupus erythematosus
Nt-3 growth factor receptor	Q16288	chronic fatigue syndrome
Nt-3 growth factor receptor	Q16288	cancer
Nt-3 growth factor receptor	Q16288	carcinoma
Nt-3 growth factor receptor	Q16288	panic disorder
Nt-3 growth factor receptor	Q16288	infantile myofibromatosis
Nuclear receptor ror-alpha	P35398	Lown-Ganong-Levine syndrome
Nuclear receptor ror-alpha	P35398	acquired metabolic disease
Nuclear receptor ror-alpha	P35398	bipolar disorder
Nuclear receptor ror-alpha	P35398	asthma
Nuclear receptor ror-alpha	P35398	Alzheimer's disease
Nuclear receptor ror-alpha	P35398	mental depression
Nuclear receptor ror-alpha	P35398	seasonal affective disorder
Nuclear receptor ror-alpha	P35398	schizophrenia
Nuclear receptor ror-beta	Q92753	periventricular nodular heterotopia
Nuclear receptor ror-beta	Q92753	bipolar disorder
Nuclear receptor ror-beta	Q92753	refractive error
Nuclear receptor ror-gamma	P51449	anus neoplasm
Nuclear receptor ror-gamma	P51449	psoriasis
Nuclear receptor ror-gamma	P51449	Crohn's disease
Nuclear receptor ror-gamma	P51449	inflammatory bowel disease
Nuclear receptor ror-gamma	P51449	Behcet's disease
Nuclear receptor ror-gamma	P51449	red color blindness
Nuclear receptor subfamily 0 group b member 1	P51843	azoospermia
Nuclear receptor subfamily 0 group b member 1	P51843	congenital adrenal hyperplasia
Nuclear receptor subfamily 0 group b member 1	P51843	infertility
Nuclear receptor subfamily 0 group b member 1	P51843	metaphyseal dysplasia
Nuclear receptor subfamily 0 group b member 1	P51843	adenoma
Nuclear receptor subfamily 0 group b member 1	P51843	cancer
Nuclear receptor subfamily 0 group b member 1	P51843	hypospadias
Nuclear receptor subfamily 0 group b member 1	P51843	amenorrhea
Nuclear receptor subfamily 0 group b member 1	P51843	Addison's disease
Nuclear receptor subfamily 0 group b member 1	P51843	Duchenne muscular dystrophy
Nuclear receptor subfamily 0 group b member 2	Q15466	cholestasis
Nuclear receptor subfamily 0 group b member 2	Q15466	liver disease
Nuclear receptor subfamily 0 group b member 2	Q15466	cancer
Nuclear receptor subfamily 1 group d member 1	P20393	bipolar disorder
Nuclear receptor subfamily 1 group d member 1	P20393	major depressive disorder
Nuclear receptor subfamily 1 group d member 1	P20393	seasonal affective disorder
Nuclear receptor subfamily 1 group i member 2	O75469	cerebrotendinous xanthomatosis
Nuclear receptor subfamily 1 group i member 2	O75469	sclerosing cholangitis
Nuclear receptor subfamily 1 group i member 2	O75469	Leber congenital amaurosis
Nuclear receptor subfamily 1 group i member 2	O75469	inflammatory bowel disease
Nuclear receptor subfamily 1 group i member 2	O75469	liver disease
Nuclear receptor subfamily 1 group i member 2	O75469	androgen insensitivity syndrome
Nuclear receptor subfamily 1 group i member 2	O75469	bilirubin metabolic disorder
Nuclear receptor subfamily 1 group i member 2	O75469	cancer
Nuclear receptor subfamily 1 group i member 3	Q14994	cancer
Nuclear receptor subfamily 1 group i member 3	Q14994	cholestasis
Nuclear receptor subfamily 1 group i member 3	Q14994	bilirubin metabolic disorder
Nuclear receptor subfamily 1 group i member 3	Q14994	fatty liver disease
Nuclear receptor subfamily 1 group i member 3	Q14994	neonatal jaundice
Nuclear receptor subfamily 1 group i member 3	Q14994	type 2 diabetes mellitus
Nuclear receptor subfamily 2 group c member 1	P13056	blepharophimosis
Nuclear receptor subfamily 2 group c member 1	P13056	cornea plana
Nuclear receptor subfamily 2 group f member 6	P10588	chronic purulent otitis media
Nuclear receptor subfamily 4 group a member 1	P22736	vascular disease
Nuclear receptor subfamily 4 group a member 1	P22736	staphyloenterotoxemia
Nuclear receptor subfamily 4 group a member 1	P22736	fetal adenoma
Nuclear receptor subfamily 4 group a member 1	P22736	cancer
Nuclear receptor subfamily 4 group a member 2	P43354	bipolar disorder
Nuclear receptor subfamily 4 group a member 2	P43354	schizophrenia
Nuclear receptor subfamily 4 group a member 3	Q92570	myoepithelial carcinoma
Nuclear receptor subfamily 4 group a member 3	Q92570	endometrial stromal nodule
Nuclear receptor subfamily 4 group a member 3	Q92570	myxoid liposarcoma
Nuclear receptor subfamily 4 group a member 3	Q92570	sarcoma
Nuclear receptor subfamily 4 group a member 3	Q92570	myoepithelioma
Nuclear receptor subfamily 4 group a member 3	Q92570	fetal adenoma
Nuclear receptor subfamily 5 group a member 2	O00482	cancer
Nuclear receptor subfamily 5 group a member 2	O00482	dental caries
Nuclear receptor subfamily 5 group a member 2	O00482	Crohn's disease
Nuclear receptor subfamily 5 group a member 2	O00482	pancreatic cancer
Nuclear receptor subfamily 5 group a member 2	O00482	osteoporosis
Nuclear receptor subfamily 6 group a member 1	Q15406	chronic kidney disease
Nuclear receptor subfamily 6 group a member 1	Q15406	epidermodysplasia verruciformis
Nuclear receptor-binding protein	Q9UHY1	Bell's palsy
Nuclear receptor-binding protein	Q9UHY1	Takayasu's arteritis
Nuclear receptor-binding protein 2	Q9NSY0	childhood medulloblastoma
Nuclear receptor-binding protein 2	Q9NSY0	coloboma
Nucleoside diphosphate kinase B	P22392	cancer
Nucleoside diphosphate kinase B	P22392	pain disorder
Nucleoside diphosphate kinase homolog 5	P56597	primary ciliary dyskinesia
Nucleoside diphosphate kinase, mitochondrial	O00746	reticular dysgenesis
Obscurin	Q5VST9	kidney cancer
Obscurin	Q5VST9	carcinoma
Obscurin	Q5VST9	Moyamoya disease
Olfactory receptor 10A3	P58181	atopic dermatitis
Olfactory receptor 10K1	Q8NGX5	carcinoma
Olfactory receptor 10W1	Q8NGF6	lymphoma
Olfactory receptor 10r2	Q8NGX6	pain agnosia
Olfactory receptor 10z1	Q8NGY1	pulmonary edema
Olfactory receptor 10z1	Q8NGY1	peripheral vascular disease
Olfactory receptor 12D3	Q9UGF7	type 1 diabetes mellitus
Olfactory receptor 12D3	Q9UGF7	rheumatoid arthritis
Olfactory receptor 12D3	Q9UGF7	chronic obstructive pulmonary disease
Olfactory receptor 13C8	Q8NGS7	gout
Olfactory receptor 13H1	Q8NG92	periventricular nodular heterotopia
Olfactory receptor 13H1	Q8NG92	panic disorder
Olfactory receptor 14C36	Q8NHC7	carcinoma
Olfactory receptor 14C36	Q8NHC7	central neurocytoma
Olfactory receptor 1B1	Q8NGR6	colorectal adenoma
Olfactory receptor 1D2	P34982	infertility
Olfactory receptor 1G1	P47890	endometriosis
Olfactory receptor 1J2	Q8NGS2	Fleck corneal dystrophy
Olfactory receptor 1J2	Q8NGS2	distal arthrogryposis
Olfactory receptor 1L1	Q8NH94	gastroenteritis
Olfactory receptor 1f1	O43749	amenorrhea
Olfactory receptor 1l4	Q8NGR5	disease of anatomical entity
Olfactory receptor 2AG1	Q9H205	telangiectasis
Olfactory receptor 2B11	Q5JQS5	juvenile rheumatoid arthritis
Olfactory receptor 2B6	P58173	post-traumatic stress disorder
Olfactory receptor 2B6	P58173	rheumatoid arthritis
Olfactory receptor 2H1	Q9GZK4	rheumatoid arthritis
Olfactory receptor 2H1	Q9GZK4	type 1 diabetes mellitus
Olfactory receptor 2H2	O95918	giardiasis
Olfactory receptor 2H2	O95918	strongyloidiasis
Olfactory receptor 2H2	O95918	intestinal tuberculosis
Olfactory receptor 2H2	O95918	septic arthritis
Olfactory receptor 2M5	A3KFT3	carcinoma
Olfactory receptor 2T3	Q8NH03	pulmonary hypertension
Olfactory receptor 2W3	Q7Z3T1	retinitis pigmentosa
Olfactory receptor 2W3	Q7Z3T1	oligospermia
Olfactory receptor 2W3	Q7Z3T1	azoospermia
Olfactory receptor 2W3	Q7Z3T1	infertility
Olfactory receptor 2Y1	Q8NGV0	acquired metabolic disease
Olfactory receptor 4A15	Q8NGL6	carcinoma
Olfactory receptor 4B1	Q8NGF8	major depressive disorder
Olfactory receptor 4C12	Q96R67	pineoblastoma
Olfactory receptor 4C12	Q96R67	neuroectodermal tumor
Olfactory receptor 4C12	Q96R67	childhood medulloblastoma
Olfactory receptor 4D5	Q8NGN0	carcinoma
Olfactory receptor 4N4	Q8N0Y3	Prader-Willi syndrome
Olfactory receptor 4N4	Q8N0Y3	carcinoma
Olfactory receptor 4S1	Q8NGB4	acquired metabolic disease
Olfactory receptor 4X2	Q8NGF9	cervical dystonia
Olfactory receptor 4a47	Q6IF82	cardiovascular system disease
Olfactory receptor 4c15	Q8NGM1	carcinoma
Olfactory receptor 4c6	Q8NH72	papillary carcinoma
Olfactory receptor 4f15	Q8NGB8	mucoepidermoid carcinoma
Olfactory receptor 51A2	Q8NGJ7	anorexia nervosa
Olfactory receptor 51A4	Q8NGJ6	anorexia nervosa
Olfactory receptor 51B4	Q9Y5P0	sickle cell anemia
Olfactory receptor 51B5	Q9H339	sickle cell anemia
Olfactory receptor 51B5	Q9H339	thalassemia
Olfactory receptor 51B6	Q9H340	sickle cell anemia
Olfactory receptor 51B6	Q9H340	beta thalassemia
Olfactory receptor 51D1	Q8NGF3	hemolytic anemia
Olfactory receptor 51I1	Q9H343	hemolytic anemia
Olfactory receptor 51Q1	Q8NH59	pancreatic ductal carcinoma
Olfactory receptor 51V1	Q9H2C8	malaria
Olfactory receptor 51V1	Q9H2C8	peripheral vascular disease
Olfactory receptor 51V1	Q9H2C8	thalassemia
Olfactory receptor 51V1	Q9H2C8	hemolytic anemia
Olfactory receptor 51b2	Q9Y5P1	beta thalassemia
Olfactory receptor 51b2	Q9Y5P1	sickle cell anemia
Olfactory receptor 51e1	Q8TCB6	neuroendocrine carcinoma
Olfactory receptor 51e2	Q9H255	hemolytic anemia
Olfactory receptor 51e2	Q9H255	prostate cancer
Olfactory receptor 51f1	A6NGY5	malaria
Olfactory receptor 51f1	A6NGY5	hemolytic anemia
Olfactory receptor 51l1	Q8NGJ5	hemolytic anemia
Olfactory receptor 51l1	Q8NGJ5	anorexia nervosa
Olfactory receptor 52B4	Q8NGK2	hemolytic anemia
Olfactory receptor 52E2	Q8NGJ4	hemolytic anemia
Olfactory receptor 52I2	Q8NH67	hemolytic anemia
Olfactory receptor 52J3	Q8NH60	anorexia nervosa
Olfactory receptor 52J3	Q8NH60	hemolytic anemia
Olfactory receptor 52a1	Q9UKL2	hemolytic anemia
Olfactory receptor 52a1	Q9UKL2	thalassemia
Olfactory receptor 52a5	Q9H2C5	thalassemia
Olfactory receptor 52h1	Q8NGJ2	hemolytic anemia
Olfactory receptor 52n2	Q8NGI0	oropharynx cancer
Olfactory receptor 56a4	Q8NGH8	hemolytic anemia
Olfactory receptor 5AR1	Q8NGP9	orofacial cleft
Olfactory receptor 5I1	Q13606	hepatoblastoma
Olfactory receptor 5V1	Q9UGF6	chronic obstructive pulmonary disease
Olfactory receptor 5V1	Q9UGF6	rheumatoid arthritis
Olfactory receptor 5V1	Q9UGF6	type 1 diabetes mellitus
Olfactory receptor 5as1	Q8N127	carcinoma
Olfactory receptor 5d18	Q8NGL1	carcinoma
Olfactory receptor 5l2	Q8NGL0	carcinoma
Olfactory receptor 5m3	Q8NGP4	globe disease
Olfactory receptor 5r1	Q8NH85	male infertility
Olfactory receptor 5r1	Q8NH85	lymphoid leukemia
Olfactory receptor 6K3	Q8NGY3	pulmonary edema
Olfactory receptor 6c1	Q96RD1	atrophic gastritis
Olfactory receptor 6c3	Q9NZP0	narcolepsy
Olfactory receptor 6c3	Q9NZP0	mastitis
Olfactory receptor 6n1	Q8NGY5	carcinoma
Opsin-3	Q9H1Y3	narcolepsy
Opsin-3	Q9H1Y3	neuromyelitis optica
Orexin receptor type 1	O43613	cannabis dependence
Orexin receptor type 1	O43613	seasonal affective disorder
Orexin receptor type 1	O43613	pain agnosia
Orexin receptor type 2	O43614	heroin dependence
Orexin receptor type 2	O43614	carcinoma
Orexin receptor type 2	O43614	acquired immunodeficiency syndrome
Orexin receptor type 2	O43614	cannabis dependence
Ovarian cancer G-protein coupled receptor 1	Q15743	metabolic acidosis
Ovarian cancer G-protein coupled receptor 1	Q15743	rectal prolapse
Oxysterols receptor lxr-alpha	Q13133	lipid metabolism disorder
Oxysterols receptor lxr-alpha	Q13133	atherosclerosis
Oxysterols receptor lxr-alpha	Q13133	metabolic syndrome X
Oxytocin receptor	P30559	alexithymia
Oxytocin receptor	P30559	schizophrenia
Oxytocin receptor	P30559	atypical autism
Oxytocin receptor	P30559	postpartum depression
Oxytocin receptor	P30559	3p- syndrome
Oxytocin receptor	P30559	disease of mental health
Oxytocin receptor	P30559	personality disorder
Oxytocin receptor	P30559	anxiety disorder
Oxytocin receptor	P30559	Asperger syndrome
P2X purinoceptor 1	P51575	interstitial cystitis
P2X purinoceptor 1	P51575	low compliance bladder
P2X purinoceptor 6	O15547	coronary thrombosis
P2X purinoceptor 7	Q99572	major depressive disorder
P2X purinoceptor 7	Q99572	neurodegenerative disease
P2X purinoceptor 7	Q99572	bipolar disorder
P2X purinoceptor 7	Q99572	tuberculosis
P2X purinoceptor 7	Q99572	epilepsy
P2X purinoceptor 7	Q99572	vascular disease
P2X purinoceptor 7	Q99572	cancer
P2Y purinoceptor 11	Q96G91	sickle cell anemia
P2Y purinoceptor 11	Q96G91	central sleep apnea
P2Y purinoceptor 11	Q96G91	Kummell's disease
P2Y purinoceptor 11	Q96G91	enterocele
P2Y purinoceptor 11	Q96G91	obesity
P2Y purinoceptor 11	Q96G91	narcolepsy
P2Y purinoceptor 8	Q86VZ1	acute lymphocytic leukemia
P2Y purinoceptor 8	Q86VZ1	Down syndrome
P2Y purinoceptor 8	Q86VZ1	interleukin-7 receptor alpha deficiency
P2x purinoceptor 2	Q9UBL9	low compliance bladder
P2x purinoceptor 2	Q9UBL9	interstitial cystitis
P2x purinoceptor 2	Q9UBL9	phaeochromocytoma
P2x purinoceptor 2	Q9UBL9	neurogenic bladder
P2x purinoceptor 3	P56373	neurogenic bladder
P2x purinoceptor 3	P56373	chronic cystitis
P2x purinoceptor 3	P56373	pain agnosia
P2x purinoceptor 3	P56373	low compliance bladder
P2x purinoceptor 3	P56373	migraine
P2x purinoceptor 3	P56373	irritable bowel syndrome
P2y purinoceptor 12	Q9H244	peripheral artery disease
P2y purinoceptor 12	Q9H244	diabetes mellitus
P2y purinoceptor 12	Q9H244	transient cerebral ischemia
P2y purinoceptor 12	Q9H244	atrial fibrillation
P2y purinoceptor 2	P41231	cystic fibrosis
P2y purinoceptor 2	P41231	vascular disease
P2y purinoceptor 2	P41231	dry eye syndrome
Pannexin-1	Q96RD7	brain disease
Pannexin-1	Q96RD7	cerebrovascular disease
Pannexin-3	Q96QZ0	sweat gland carcinoma
Pannexin-3	Q96QZ0	pontocerebellar hypoplasia
Pantothenate kinase 1	Q8TE04	dystonia
Pantothenate kinase 1	Q8TE04	myoepithelial carcinoma
Pantothenate kinase 2, mitochondrial	Q9BZ23	aceruloplasminemia
Pantothenate kinase 2, mitochondrial	Q9BZ23	dementia
Pantothenate kinase 2, mitochondrial	Q9BZ23	optic atrophy
Pantothenate kinase 2, mitochondrial	Q9BZ23	neuroacanthocytosis
Pantothenate kinase 2, mitochondrial	Q9BZ23	neuroaxonal dystrophy
Pantothenate kinase 3	Q9H999	pantothenate kinase-associated neurodegeneration
Pantothenate kinase 3	Q9H999	adrenal carcinoma
Pantothenate kinase 4	Q9NVE7	pantothenate kinase-associated neurodegeneration
Parathyroid hormone 2 receptor	P49190	lung cancer
Parathyroid hormone 2 receptor	P49190	basal ganglia calcification
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	hypercementosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	osteoporosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	tooth ankylosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	acrodysostosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	granulosa cell tumor
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	ankylosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	chondroma
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	root resorption
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	fibrous dysplasia
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	type 2 diabetes mellitus
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	hypercalcemia
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	exostosis
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	chondrosarcoma
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	pseudohypoparathyroidism
Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	chondroblastoma
Pas domain-containing serine/threonine-protein kinase	Q96RG2	carcinoma
Peripheral plasma membrane protein cask	O14936	pontocerebellar hypoplasia
Peripheral plasma membrane protein cask	O14936	lobular neoplasia
Peripheral plasma membrane protein cask	O14936	congenital nystagmus
Peripheral plasma membrane protein cask	O14936	microcephaly
Peroxisome proliferator-activated receptor alpha	Q07869	liver disease
Peroxisome proliferator-activated receptor alpha	Q07869	hypertension
Peroxisome proliferator-activated receptor alpha	Q07869	coronary artery disease
Peroxisome proliferator-activated receptor alpha	Q07869	hyperinsulinism
Peroxisome proliferator-activated receptor alpha	Q07869	fatty liver disease
Peroxisome proliferator-activated receptor alpha	Q07869	cancer
Peroxisome proliferator-activated receptor alpha	Q07869	heart disease
Peroxisome proliferator-activated receptor alpha	Q07869	hyperglycemia
Peroxisome proliferator-activated receptor delta	Q03181	cancer
Peroxisome proliferator-activated receptor delta	Q03181	obesity
Peroxisome proliferator-activated receptor delta	Q03181	diabetes mellitus
Peroxisome proliferator-activated receptor delta	Q03181	metabolic syndrome X
Peroxisome proliferator-activated receptor gamma	P37231	heart disease
Peroxisome proliferator-activated receptor gamma	P37231	adenoma
Peroxisome proliferator-activated receptor gamma	P37231	arthritis
Peroxisome proliferator-activated receptor gamma	P37231	osteoporosis
Peroxisome proliferator-activated receptor gamma	P37231	Alzheimer's disease
Peroxisome proliferator-activated receptor gamma	P37231	liver disease
Peroxisome proliferator-activated receptor gamma	P37231	hyperinsulinism
Peroxisome proliferator-activated receptor gamma	P37231	acquired metabolic disease
Peroxisome proliferator-activated receptor gamma	P37231	inflammatory bowel disease
Peroxisome proliferator-activated receptor gamma	P37231	type 2 diabetes mellitus
Peroxisome proliferator-activated receptor gamma	P37231	cerebrovascular disease
Peroxisome proliferator-activated receptor gamma	P37231	coronary artery disease
Peroxisome proliferator-activated receptor gamma	P37231	Parkinson's disease
Peroxisome proliferator-activated receptor gamma	P37231	asthma
Peroxisome proliferator-activated receptor gamma	P37231	lung disease
Peroxisome proliferator-activated receptor gamma	P37231	polycystic ovary syndrome
Peroxisome proliferator-activated receptor gamma	P37231	kidney disease
Peroxisome proliferator-activated receptor gamma	P37231	multiple sclerosis
Phosphatidylinositol 3-kinase catalytic subunit type 3	Q8NEB9	carcinoma
Phosphatidylinositol 3-kinase catalytic subunit type 3	Q8NEB9	centronuclear myopathy
Phosphatidylinositol 3-kinase catalytic subunit type 3	Q8NEB9	cancer
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	breast cancer
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	diabetes mellitus
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	kidney cancer
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	endometrial cancer
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	carcinoma
Phosphatidylinositol 3-kinase regulatory subunit alpha	P27986	cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	carcinoma
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	endometrial cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	lung cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	Klippel-Trenaunay syndrome
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	kidney cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	Proteus syndrome
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	breast cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	adenoma
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	P42338	carcinoma
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	P42338	cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	Brugada syndrome
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	multiple system atrophy
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	long QT syndrome
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	atrial fibrillation
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	progressive supranuclear palsy
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	cancer
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	carcinoma
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	vascular disease
Phosphatidylinositol 4-kinase alpha	P42356	pancreatic ductal carcinoma
Phosphatidylinositol 4-kinase alpha	P42356	carcinoma
Phosphatidylinositol 4-kinase alpha	P42356	velocardiofacial syndrome
Phosphatidylinositol 4-kinase alpha	P42356	schizophrenia
Phosphatidylinositol 4-kinase beta	Q9UBF8	severe acute respiratory syndrome
Phosphatidylinositol 4-kinase beta	Q9UBF8	poliomyelitis
Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	toxic encephalopathy
Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	eye disease
Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	cerebrovascular disease
Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	Alzheimer's disease
Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	liver disease
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	compartment syndrome
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	heart disease
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	leptospirosis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	pneumonia
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	gas gangrene
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	schizophrenia
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	diarrhea
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	respiratory failure
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	Legionnaires' disease
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	trichinosis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	carcinoma
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	ornithosis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	metabolic acidosis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	status asthmaticus
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	autosomal dominant polycystic kidney disease
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	pericardial effusion
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	pericarditis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	kidney failure
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	cerebrovascular disease
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	hypothyroidism
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit alpha	O00443	intermediate coronary syndrome
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit beta	O00750	centronuclear myopathy
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit beta	O00750	ulcerative colitis
Phosphatidylinositol 4-phosphate 3-kinase c2 domain-containing subunit gamma	O75747	carcinoma
Phosphatidylinositol 4-phosphate 5-kinase type-1 beta	O14986	kidney disease
Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	O60331	neurogenic bladder
Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	P48426	bipolar disorder
Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	P48426	schizophrenia
Phosphoenolpyruvate carboxykinase [gtp], mitochondrial	Q16822	obesity
Phosphoenolpyruvate carboxykinase [gtp], mitochondrial	Q16822	diabetes mellitus
Phosphoenolpyruvate carboxykinase [gtp], mitochondrial	Q16822	hypoglycemia
Phosphoenolpyruvate carboxykinase [gtp], mitochondrial	Q16822	hyperglycemia
Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P35558	obesity
Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P35558	fatty liver disease
Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P35558	lactic acidosis
Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P35558	diabetes mellitus
Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	P35558	hyperglycemia
Phosphoglycerate kinase 1	P00558	myoglobinuria
Phosphoglycerate kinase 1	P00558	cancer
Phosphoglycerate kinase 1	P00558	Menkes disease
Phosphoglycerate kinase 1	P00558	subclavian artery aneurysm
Phosphoglycerate kinase 2	P07205	infertility
Phosphoglycerate kinase 2	P07205	male infertility
Phosphoglycerate kinase 2	P07205	spermatic cord torsion
Phosphoinositide 3-kinase regulatory subunit 4	Q99570	centronuclear myopathy
Phosphoinositide 3-kinase regulatory subunit 4	Q99570	carcinoma
Phosphoinositide 3-kinase regulatory subunit 4	Q99570	Danon disease
Phospholemman	O00168	root caries
Phospholemman	O00168	obstructive sleep apnea
Phospholemman	O00168	narcolepsy
Phospholemman	O00168	REM sleep behavior disorder
Phospholemman	O00168	malaria
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	Q16816	myoglobinuria
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	Q16816	glycogen storage disease
Phosphorylase b kinase regulatory subunit alpha, liver isoform	P46019	carcinoma
Phosphorylase b kinase regulatory subunit alpha, liver isoform	P46019	Parkinson's disease
Piezo-type mechanosensitive ion channel component 1	Q92508	anemia
Piezo-type mechanosensitive ion channel component 1	Q92508	splenic infarction
Piezo-type mechanosensitive ion channel component 2	Q9H5I5	scoliosis
Piezo-type mechanosensitive ion channel component 2	Q9H5I5	ptosis
Piezo-type mechanosensitive ion channel component 2	Q9H5I5	breast cancer
Pituitary adenylate cyclase-activating polypeptide type I receptor	P41586	mental depression
Plasmolipin	Q9Y342	cone dystrophy
Plasmolipin	Q9Y342	Pelizaeus-Merzbacher disease
